id,treat,month,post,treatxpost,frq_purchases,qty_purchases,val_purchases
2,1,10,0,0,1,1,108.84169727152502
2,1,11,0,0,0,3,106.62046240905208
2,1,12,0,0,1,1,106.06296200390898
2,1,13,0,0,6,4,102.9909328
2,1,14,0,0,0,5,102.16444472699517
2,1,15,0,0,2,4,103.30139078909612
2,1,16,0,0,1,3,105.0030367727799
2,1,17,0,0,3,3,110.20877987888579
2,1,18,0,0,6,5,118.38085419607943
2,1,19,1,1,4,1,127.95128448258697
2,1,20,1,1,4,1,124.15091483914496
2,1,21,1,1,5,5,132.21228459003757
2,1,22,1,1,1,3,140.55764803254715
2,1,23,1,1,2,2,127.1394811729822
2,1,24,1,1,3,1,128.64488044424652
2,1,25,1,1,2,5,142.80373962440993
2,1,26,1,1,2,4,141.77670421221603
2,1,27,1,1,2,2,133.77035437130243
2,1,28,1,1,3,2,135.2017557803874
2,1,29,1,1,3,3,125.98308780322422
2,1,30,1,1,2,3,134.7222615055169
2,1,31,1,1,1,3,137.33299123048425
2,1,32,1,1,4,5,131.30060106836322
2,1,33,1,1,1,1,133.8487119081378
2,1,34,1,1,3,2,133.03563583868828
2,1,35,1,1,2,3,136.99025243760073
2,1,36,1,1,1,2,138.21067040870963
3,1,1,0,0,2,4,101.39064212880533
3,1,2,0,0,2,3,101.17817729925228
3,1,3,0,0,3,2,105.75701046189414
3,1,4,0,0,2,5,97.06032077101729
3,1,5,0,0,1,4,103.79960734567865
3,1,6,0,0,1,1,96.54481964550942
3,1,7,0,0,1,2,108.77665498273207
3,1,8,0,0,3,5,107.26817130667662
3,1,9,0,0,3,1,111.47865967964282
3,1,10,0,0,0,5,98.45175355
3,1,11,0,0,1,1,103.20945048584312
3,1,12,0,0,0,3,102.8700353
3,1,13,0,0,0,1,110.48742102239157
3,1,14,0,0,4,2,107.7260203014273
3,1,15,0,0,1,3,112.16506070194175
3,1,16,0,0,2,1,104.1913254213609
3,1,17,0,0,1,4,100.87854733415004
3,1,18,0,0,2,2,112.98868157289317
3,1,19,1,1,2,5,139.48504078421473
3,1,20,1,1,0,1,139.91996063842467
3,1,21,1,1,2,4,126.88330458774384
3,1,22,1,1,1,3,143.16924039201209
3,1,23,1,1,2,1,131.9329489373645
3,1,24,1,1,3,3,131.2216138230396
3,1,25,1,1,2,3,133.94887428448206
3,1,26,1,1,3,1,143.3770039932272
3,1,27,1,1,3,3,132.30410666984915
3,1,28,1,1,2,5,138.11552487872504
3,1,29,1,1,5,4,143.02912429668842
3,1,30,1,1,3,5,134.83834874537442
3,1,31,1,1,1,4,134.15062532353315
3,1,32,1,1,4,3,131.10618142108845
3,1,33,1,1,2,2,142.40987024310908
3,1,34,1,1,2,2,138.79085922680673
3,1,35,1,1,6,4,136.48576890164924
3,1,36,1,1,1,3,138.23457717475128
4,1,1,0,0,2,5,101.41941675952579
4,1,2,0,0,1,1,101.50047721289849
4,1,3,0,0,2,5,95.32527803231294
4,1,4,0,0,2,1,96.50322087583956
4,1,5,0,0,5,3,101.44991650812453
4,1,6,0,0,1,1,98.26230106357043
4,1,7,0,0,3,4,90.01556678529214
4,1,8,0,0,1,1,103.72852566741093
4,1,9,0,0,3,3,100.50444714587367
4,1,10,0,0,2,5,104.17732170975152
4,1,11,0,0,3,2,98.33145713769058
4,1,12,0,0,2,3,113.32694877759548
4,1,13,0,0,3,2,104.78656202959826
4,1,14,0,0,1,4,105.14279567002104
4,1,15,0,0,1,5,113.61101673103968
4,1,16,0,0,2,3,97.12838217956677
4,1,17,0,0,0,3,102.38936095554027
4,1,18,0,0,2,2,112.56499215086194
4,1,19,1,1,3,2,131.1306651112106
4,1,20,1,1,2,4,123.74443211807349
4,1,21,1,1,2,4,124.09785323751859
4,1,22,1,1,2,3,139.77397090992181
4,1,23,1,1,1,1,132.0711382433102
4,1,24,1,1,2,3,132.7515088073094
4,1,25,1,1,6,2,127.2775262680006
4,1,26,1,1,3,2,131.8880264005608
4,1,27,1,1,2,5,131.37892217394108
4,1,28,1,1,1,5,130.76895319088501
4,1,29,1,1,2,3,132.8836735535197
4,1,30,1,1,1,3,140.7153295144496
4,1,31,1,1,1,1,132.44241098504025
4,1,32,1,1,5,1,128.9666945157589
4,1,33,1,1,2,3,137.98880125459198
4,1,34,1,1,3,1,128.4022949664389
4,1,35,1,1,3,2,132.27043665571452
4,1,36,1,1,3,3,129.09721658394758
5,0,1,0,0,4,3,105.42861358411781
5,0,2,0,0,5,1,98.02767725930889
5,0,3,0,0,0,2,108.27422586186626
5,0,4,0,0,0,2,107.14321315151533
5,0,5,0,0,1,1,96.24501834509077
5,0,6,0,0,1,3,116.02988733479759
5,0,7,0,0,4,3,103.30222423071673
5,0,8,0,0,3,2,107.40750348686312
5,0,9,0,0,2,1,103.19486373376603
5,0,10,0,0,4,3,105.67492360409844
5,0,11,0,0,5,5,105.91141994637712
5,0,12,0,0,2,1,111.32740187532676
5,0,13,0,0,2,3,104.27248739299614
5,0,14,0,0,2,2,114.2669223855885
5,0,15,0,0,3,3,97.83160849
5,0,16,0,0,7,4,101.96302084176813
5,0,17,0,0,1,3,106.11811149515316
5,0,18,0,0,1,1,111.98653020732654
5,0,19,1,0,1,4,112.07636426493383
5,0,20,1,0,2,2,115.97090981275534
5,0,21,1,0,4,4,111.34826444735425
5,0,22,1,0,1,1,110.9849369840808
5,0,23,1,0,1,2,104.0308517939288
5,0,24,1,0,4,4,108.41971939633002
5,0,25,1,0,2,4,105.60340385992737
5,0,26,1,0,0,4,109.3453498002904
5,0,27,1,0,3,3,96.09595585619958
5,0,28,1,0,4,3,109.64888378928244
5,0,29,1,0,5,3,116.5280879657019
5,0,30,1,0,3,3,118.57503506900571
5,0,31,1,0,0,2,116.64813965081827
5,0,32,1,0,2,5,115.23764322447452
5,0,33,1,0,2,5,117.45549534009952
5,0,34,1,0,1,2,117.23218274078074
5,0,35,1,0,1,5,123.43193706107644
5,0,36,1,0,0,4,116.8182358303782
6,0,1,0,0,2,1,103.09319823806783
6,0,2,0,0,2,3,97.87646638418948
6,0,3,0,0,3,1,98.56725955739329
6,0,4,0,0,2,2,111.55402294229393
6,0,5,0,0,0,1,105.8914970559602
6,0,6,0,0,1,5,102.75985234642911
6,0,7,0,0,2,3,107.67042859304152
6,0,8,0,0,2,5,101.52648315541109
6,0,9,0,0,3,1,95.26613782764299
6,0,10,0,0,3,4,102.16665293744947
6,0,11,0,0,5,5,106.84834678698536
6,0,12,0,0,3,1,104.84971782201809
6,0,13,0,0,1,4,99.36937233665351
6,0,14,0,0,0,5,110.03082545305728
6,0,15,0,0,2,2,111.70321774494361
6,0,16,0,0,4,1,104.73688010348805
6,0,17,0,0,0,3,110.3606569554658
6,0,18,0,0,0,1,111.39436081965918
6,0,19,1,0,0,4,110.3138103946199
6,0,20,1,0,2,4,105.44102755624321
6,0,21,1,0,1,5,110.81251366624738
6,0,22,1,0,0,2,107.09762996837328
6,0,23,1,0,0,4,116.09651434853878
6,0,24,1,0,0,3,114.76262042629193
6,0,25,1,0,4,4,121.0084810426673
6,0,26,1,0,2,4,119.91572500436138
6,0,27,1,0,2,4,124.2794245441223
6,0,28,1,0,1,4,119.86119623379197
6,0,29,1,0,3,5,111.24290998192775
6,0,30,1,0,4,5,112.58057082972839
6,0,31,1,0,1,1,109.86086389749347
6,0,32,1,0,3,4,118.82138694013368
6,0,33,1,0,3,1,123.42221055842823
6,0,34,1,0,3,2,120.7872787465852
6,0,35,1,0,2,3,120.49891927982364
6,0,36,1,0,3,4,123.66773387251352
7,0,1,0,0,1,4,102.11900063802973
7,0,2,0,0,3,1,99.54255010503255
7,0,3,0,0,2,4,103.37140027788652
7,0,4,0,0,0,5,101.56577611434903
7,0,5,0,0,2,5,98.66523380558785
7,0,6,0,0,2,4,99.19925363871039
7,0,7,0,0,1,4,106.43881492641874
7,0,8,0,0,0,5,104.57575899512292
7,0,9,0,0,4,3,107.01907847794777
7,0,10,0,0,0,2,94.23060377644214
7,0,11,0,0,1,1,99.31329177276477
7,0,12,0,0,1,2,109.14624485946793
7,0,13,0,0,1,1,104.09526936370955
7,0,14,0,0,3,2,94.72437487138858
7,0,15,0,0,0,5,109.63935338595194
7,0,16,0,0,1,4,97.56055482699696
7,0,17,0,0,2,2,109.88284576297464
7,0,18,0,0,3,2,105.74643231327455
7,0,19,1,0,1,1,114.31482764557065
7,0,20,1,0,2,5,111.53810377725526
7,0,21,1,0,1,1,114.69592433858156
7,0,22,1,0,3,1,120.07686342413453
7,0,23,1,0,5,5,113.01199422119112
7,0,24,1,0,1,1,108.07323428743973
7,0,25,1,0,2,5,118.04630101111462
7,0,26,1,0,1,1,105.68982014249057
7,0,27,1,0,1,2,111.98484179500986
7,0,28,1,0,6,1,113.82648339985055
7,0,29,1,0,4,2,107.55213766618202
7,0,30,1,0,3,5,106.77300626521554
7,0,31,1,0,1,5,114.23657155999518
7,0,32,1,0,1,5,117.96042264850435
7,0,33,1,0,4,2,118.80848459062106
7,0,34,1,0,4,4,128.73523741686364
7,0,35,1,0,1,2,118.0268775307298
7,0,36,1,0,2,1,111.32987252540897
8,1,1,0,0,0,5,102.88501859697537
8,1,2,0,0,3,1,89.61543650950196
8,1,3,0,0,4,4,96.20303934765028
8,1,4,0,0,2,2,104.38776858062823
8,1,5,0,0,1,5,105.4333910426504
8,1,6,0,0,1,2,106.40503119370779
8,1,7,0,0,1,3,115.84026091114913
8,1,8,0,0,2,5,94.53907875588166
8,1,9,0,0,1,5,104.05858975824373
8,1,10,0,0,2,1,117.8985466882716
8,1,11,0,0,1,5,108.34491539592638
8,1,12,0,0,2,3,114.14198311564269
8,1,13,0,0,3,5,112.3096180107354
8,1,14,0,0,2,4,99.24234726624911
8,1,15,0,0,5,4,101.63698371569342
8,1,16,0,0,0,5,101.83265949359946
8,1,17,0,0,1,1,111.19377996223184
8,1,18,0,0,1,4,104.39663203460317
8,1,19,1,1,1,3,129.39990550327786
8,1,20,1,1,3,1,131.91805985393967
8,1,21,1,1,3,4,127.25668706475565
8,1,22,1,1,2,1,132.36688173972135
8,1,23,1,1,1,1,128.08982808400341
8,1,24,1,1,2,2,126.1275505875343
8,1,25,1,1,4,1,134.44289302265483
8,1,26,1,1,0,2,145.46499758716396
8,1,27,1,1,2,4,140.88073055360033
8,1,28,1,1,2,3,139.4179245037115
8,1,29,1,1,3,1,129.3171204182185
8,1,30,1,1,4,3,141.56534257794357
8,1,31,1,1,2,5,131.5023053938366
8,1,32,1,1,3,4,137.75773979412944
8,1,33,1,1,2,4,131.80332303090623
8,1,34,1,1,2,2,136.27956222139193
8,1,35,1,1,1,1,134.0566662251853
8,1,36,1,1,1,5,137.68671521898779
9,1,1,0,0,0,4,98.66387892022503
9,1,2,0,0,2,5,97.46621621
9,1,3,0,0,3,4,93.82850686807771
9,1,4,0,0,2,3,106.56217624629583
9,1,5,0,0,2,2,108.53904654230502
9,1,6,0,0,0,5,101.41674985369386
9,1,7,0,0,1,5,100.76877775873758
9,1,8,0,0,2,5,105.95902002701273
9,1,9,0,0,0,4,104.42345075413502
9,1,10,0,0,2,5,107.89645749800545
9,1,11,0,0,2,1,99.53470022544882
9,1,12,0,0,4,1,105.79955743671724
9,1,13,0,0,1,1,108.82522730507591
9,1,14,0,0,1,4,107.83326414281757
9,1,15,0,0,2,1,110.44099967485928
9,1,16,0,0,1,5,110.54334124793567
9,1,17,0,0,2,1,110.79986071469558
9,1,18,0,0,3,1,105.61142315123946
9,1,19,1,1,3,3,122.76436855235151
9,1,20,1,1,3,2,125.14192980744674
9,1,21,1,1,1,1,133.5356555039181
9,1,22,1,1,1,1,137.55579443159053
9,1,23,1,1,0,2,133.77943886040805
9,1,24,1,1,1,3,142.82501172450543
9,1,25,1,1,4,1,132.7850656244854
9,1,26,1,1,2,3,134.3429613943163
9,1,27,1,1,1,4,122.67177385797939
9,1,28,1,1,0,3,138.87131111064403
9,1,29,1,1,5,5,136.0370334890455
9,1,30,1,1,3,4,139.07868606269648
9,1,31,1,1,2,5,134.76500608901463
9,1,32,1,1,1,4,134.17766368739885
9,1,33,1,1,4,3,133.8569165912512
9,1,34,1,1,2,4,139.93182009377546
9,1,35,1,1,1,1,143.94876377041373
9,1,36,1,1,3,2,141.3659067563498
10,1,1,0,0,4,1,94.03232128203169
10,1,2,0,0,1,2,106.3897694755288
10,1,3,0,0,0,1,103.0624584012857
10,1,4,0,0,2,3,103.59666594846693
10,1,5,0,0,1,5,101.96969045480981
10,1,6,0,0,2,2,109.10998560486752
10,1,7,0,0,1,4,96.40817133533484
10,1,8,0,0,1,1,95.19595594009613
10,1,9,0,0,1,2,101.74070927053776
10,1,10,0,0,3,2,117.79099642834126
10,1,11,0,0,2,5,103.96823269614345
10,1,12,0,0,3,3,106.3279692284159
10,1,13,0,0,2,4,100.79155442933248
10,1,14,0,0,0,4,106.03170270360141
10,1,15,0,0,3,4,108.44923918106232
10,1,16,0,0,2,1,110.88379033096535
10,1,17,0,0,1,5,110.28083438612421
10,1,18,0,0,3,3,109.24337419163413
10,1,19,1,1,2,2,134.66481973576404
10,1,20,1,1,3,2,129.0252739578552
10,1,21,1,1,0,1,130.99952771951206
10,1,22,1,1,1,4,131.72980804856576
10,1,23,1,1,1,4,135.14234956236467
10,1,24,1,1,0,4,131.12812484817346
10,1,25,1,1,3,1,127.72969126126839
10,1,26,1,1,1,5,128.23197693490152
10,1,27,1,1,1,3,138.7652871650769
10,1,28,1,1,2,3,144.16652649301733
10,1,29,1,1,1,4,134.83495358612436
10,1,30,1,1,4,2,137.5796960885205
10,1,31,1,1,3,1,132.7135943794796
10,1,32,1,1,1,2,130.6798288239945
10,1,33,1,1,2,4,137.8194721522701
10,1,34,1,1,1,1,134.04760965727812
10,1,35,1,1,2,2,133.3620488967564
10,1,36,1,1,2,3,138.43071941523186
11,0,1,0,0,0,4,103.59577130502599
11,0,2,0,0,4,5,111.2874773485585
11,0,3,0,0,2,5,99.08628238908983
11,0,4,0,0,1,3,97.23335695870644
11,0,5,0,0,3,3,102.93036432496838
11,0,6,0,0,3,4,106.19391539724104
11,0,7,0,0,0,5,92.47981212
11,0,8,0,0,2,4,98.81273299643127
11,0,9,0,0,4,2,106.31285407513242
11,0,10,0,0,2,3,111.84210977236337
11,0,11,0,0,1,4,109.44449649016725
11,0,12,0,0,1,5,104.64043999463281
11,0,13,0,0,4,3,110.40899655656456
11,0,14,0,0,4,5,109.83843375467293
11,0,15,0,0,0,4,109.44943409736197
11,0,16,0,0,2,5,104.13815107842849
11,0,17,0,0,0,4,110.91886370475923
11,0,18,0,0,2,4,107.82292189043389
11,0,19,1,0,3,4,103.95177247739622
11,0,20,1,0,1,5,105.80087376273916
11,0,21,1,0,2,1,114.78545998493512
11,0,22,1,0,4,2,110.1554960984628
11,0,23,1,0,0,1,117.47337072164011
11,0,24,1,0,2,3,106.39309680962607
11,0,25,1,0,1,3,113.13189789773206
11,0,26,1,0,4,1,122.69464499529143
11,0,27,1,0,3,3,116.67360734280885
11,0,28,1,0,2,5,119.54849920978111
11,0,29,1,0,1,4,103.63665226992981
11,0,30,1,0,0,2,119.23710838575211
11,0,31,1,0,5,3,118.20434611240674
11,0,32,1,0,1,5,120.42375527381657
11,0,33,1,0,1,4,111.94648088467633
11,0,34,1,0,2,3,117.45932372824247
11,0,35,1,0,0,4,120.77805199126446
11,0,36,1,0,4,5,125.63861809761882
12,1,1,0,0,1,2,97.97584717577524
12,1,2,0,0,2,5,104.97535808402893
12,1,3,0,0,0,5,96.86323432904713
12,1,4,0,0,0,3,103.19184491367392
12,1,5,0,0,2,1,105.76641586624768
12,1,6,0,0,1,5,116.4376718284848
12,1,7,0,0,2,4,109.60900276259406
12,1,8,0,0,3,2,112.7479065263625
12,1,9,0,0,1,1,106.26603697253921
12,1,10,0,0,0,5,104.90107342392517
12,1,11,0,0,1,1,102.44115454547358
12,1,12,0,0,2,3,105.81481601475794
12,1,13,0,0,3,3,100.06026305241001
12,1,14,0,0,2,5,93.84284058290046
12,1,15,0,0,2,5,109.90073068111185
12,1,16,0,0,2,3,121.65433616611784
12,1,17,0,0,3,5,113.88003569299299
12,1,18,0,0,2,5,109.10655824335971
12,1,19,1,1,4,3,133.36010781001713
12,1,20,1,1,0,5,137.65661872289735
12,1,21,1,1,3,4,128.61502420416483
12,1,22,1,1,3,1,133.87889891333225
12,1,23,1,1,3,2,132.34327335983363
12,1,24,1,1,1,4,134.20970324784705
12,1,25,1,1,6,3,134.75816350824797
12,1,26,1,1,2,5,127.6255047134544
12,1,27,1,1,2,5,130.64927060358482
12,1,28,1,1,3,5,137.09242256393262
12,1,29,1,1,1,3,135.8118119016183
12,1,30,1,1,3,2,140.2559700549302
12,1,31,1,1,2,4,134.13786149377853
12,1,32,1,1,1,1,135.62544577672492
12,1,33,1,1,0,4,131.67797872694155
12,1,34,1,1,1,3,134.8492168220408
12,1,35,1,1,3,4,129.08280903889525
12,1,36,1,1,1,1,133.97064966751907
13,1,1,0,0,0,3,100.27014996041427
13,1,2,0,0,1,2,95.26667642739548
13,1,3,0,0,0,3,96.00927260984577
13,1,4,0,0,1,2,100.19094330383716
13,1,5,0,0,4,4,102.0328296
13,1,6,0,0,0,4,104.1449121253054
13,1,7,0,0,1,5,103.40848257989255
13,1,8,0,0,2,5,105.98622304620726
13,1,9,0,0,3,5,98.19272583172446
13,1,10,0,0,3,1,100.67480386825504
13,1,11,0,0,2,5,100.98956867074129
13,1,12,0,0,1,5,111.30321465243082
13,1,13,0,0,5,3,98.87739356690413
13,1,14,0,0,1,4,108.20462498644734
13,1,15,0,0,3,4,104.88227809356572
13,1,16,0,0,3,1,107.8132157937903
13,1,17,0,0,4,3,99.42563477812888
13,1,18,0,0,5,1,118.68194651284455
13,1,19,1,1,1,3,122.57676689652698
13,1,20,1,1,3,2,134.81544499106516
13,1,21,1,1,2,5,140.2853182027082
13,1,22,1,1,2,1,129.79292794789896
13,1,23,1,1,1,5,130.88135831866413
13,1,24,1,1,6,1,130.21764181315834
13,1,25,1,1,1,3,127.70086001543176
13,1,26,1,1,1,4,137.87525547651734
13,1,27,1,1,0,3,142.12558666129286
13,1,28,1,1,2,2,137.36030259546882
13,1,29,1,1,0,2,137.79622834216204
13,1,30,1,1,2,2,139.68785068813278
13,1,31,1,1,3,5,139.86459593385393
13,1,32,1,1,2,5,132.85047372640793
13,1,33,1,1,1,1,128.23540651080557
13,1,34,1,1,4,4,143.01556323215402
13,1,35,1,1,5,2,131.97323341223603
13,1,36,1,1,1,2,141.9109130397788
14,0,1,0,0,0,4,102.17619343534975
14,0,2,0,0,1,1,96.26253932513113
14,0,3,0,0,2,2,98.36904983889217
14,0,4,0,0,3,4,102.07689490686053
14,0,5,0,0,2,4,101.13512300040082
14,0,6,0,0,4,3,99.1123048
14,0,7,0,0,2,2,104.82681174699815
14,0,8,0,0,1,3,101.08620671194208
14,0,9,0,0,4,3,105.45753469396365
14,0,10,0,0,2,4,105.3418531465513
14,0,11,0,0,0,3,105.13483260090598
14,0,12,0,0,1,1,111.55859283762095
14,0,13,0,0,2,3,107.59958575302967
14,0,14,0,0,4,1,100.36952470476572
14,0,15,0,0,3,1,109.38204763048758
14,0,16,0,0,2,1,103.48974222821245
14,0,17,0,0,1,2,111.0720046828522
14,0,18,0,0,0,5,111.94861046370691
14,0,19,1,0,0,3,110.38243655181313
14,0,20,1,0,2,5,110.41164943358544
14,0,21,1,0,2,4,113.19030860090905
14,0,22,1,0,1,4,110.79159598805053
14,0,23,1,0,1,5,110.3115243765518
14,0,24,1,0,2,1,112.96117382097616
14,0,25,1,0,2,3,117.44334584679001
14,0,26,1,0,3,3,106.24277117554014
14,0,27,1,0,1,4,111.52085609634169
14,0,28,1,0,1,4,113.10187999882382
14,0,29,1,0,1,1,114.60443244147982
14,0,30,1,0,2,1,116.15350452859342
14,0,31,1,0,1,5,121.90821897501884
14,0,32,1,0,2,3,118.78845530362562
14,0,33,1,0,2,1,112.44571244394831
14,0,34,1,0,4,1,110.71211070542692
14,0,35,1,0,1,5,117.68930957504475
14,0,36,1,0,5,3,120.92286313974785
15,0,1,0,0,1,1,99.49625418223567
15,0,2,0,0,2,4,94.83928835092584
15,0,3,0,0,2,3,97.69155896883201
15,0,4,0,0,3,3,103.54938642291573
15,0,5,0,0,0,4,99.9717182
15,0,6,0,0,4,2,100.13706668076841
15,0,7,0,0,3,3,103.0388289768336
15,0,8,0,0,1,2,106.0091293
15,0,9,0,0,0,2,104.46824221613565
15,0,10,0,0,3,5,112.81127565975211
15,0,11,0,0,2,5,102.02164311075899
15,0,12,0,0,1,4,100.57904304488838
15,0,13,0,0,1,3,102.51914647653128
15,0,14,0,0,3,3,108.69496842654623
15,0,15,0,0,5,4,114.59801502256819
15,0,16,0,0,6,3,104.99788217130647
15,0,17,0,0,4,2,106.4648184353661
15,0,18,0,0,1,2,112.4315922847835
15,0,19,1,0,3,5,108.55439804611483
15,0,20,1,0,1,4,114.60825055962229
15,0,21,1,0,2,3,103.59445122042627
15,0,22,1,0,4,3,117.92574462606161
15,0,23,1,0,0,4,96.87537410401661
15,0,24,1,0,1,5,118.23905598958123
15,0,25,1,0,0,2,115.95118400190137
15,0,26,1,0,1,5,100.2081580837145
15,0,27,1,0,0,4,108.35032664547127
15,0,28,1,0,3,5,110.25484264522453
15,0,29,1,0,3,1,117.45554306769272
15,0,30,1,0,5,5,121.98424100906664
15,0,31,1,0,2,2,113.73252276899157
15,0,32,1,0,3,1,110.80915426456534
15,0,33,1,0,1,5,118.87683017173606
15,0,34,1,0,0,1,116.26828823172582
15,0,35,1,0,2,3,113.26285153941026
15,0,36,1,0,1,2,120.69403105875978
16,0,1,0,0,2,5,103.8296212602723
16,0,2,0,0,2,1,103.10793305307227
16,0,3,0,0,3,4,106.79103523471954
16,0,4,0,0,3,4,106.68780061102382
16,0,5,0,0,2,3,103.7802743214163
16,0,6,0,0,3,5,101.38381017738955
16,0,7,0,0,2,3,112.5961159164986
16,0,8,0,0,4,4,104.19968198607346
16,0,9,0,0,2,3,107.96739455956997
16,0,10,0,0,3,4,103.03993680040435
16,0,11,0,0,4,3,99.36562232743105
16,0,12,0,0,1,1,103.82677455104903
16,0,13,0,0,0,4,100.9173778002567
16,0,14,0,0,3,3,113.1790581000347
16,0,15,0,0,4,5,109.8668625201298
16,0,16,0,0,1,2,114.67827948572281
16,0,17,0,0,3,4,107.34799642897116
16,0,18,0,0,0,3,104.37883427865847
16,0,19,1,0,1,2,109.08281015104819
16,0,20,1,0,1,3,102.75177390150735
16,0,21,1,0,3,2,107.76659957706367
16,0,22,1,0,3,1,109.64172444836973
16,0,23,1,0,0,4,103.26100945807983
16,0,24,1,0,1,2,112.84720915429843
16,0,25,1,0,1,4,106.01988189874304
16,0,26,1,0,3,4,115.53540629379775
16,0,27,1,0,3,1,113.84774043878622
16,0,28,1,0,2,4,117.61294250810053
16,0,29,1,0,1,5,116.08270163304316
16,0,30,1,0,3,3,115.9483043853171
16,0,31,1,0,1,1,109.03868652447191
16,0,32,1,0,1,4,119.44853902622597
16,0,33,1,0,1,5,113.00697582201973
16,0,34,1,0,1,1,112.64741447076156
16,0,35,1,0,6,2,114.59973379314978
16,0,36,1,0,1,3,119.19702250267689
17,0,1,0,0,3,1,96.68356947910709
17,0,2,0,0,3,3,101.18968917723801
17,0,3,0,0,2,4,112.20691559255539
17,0,4,0,0,1,4,98.24698551209393
17,0,5,0,0,2,5,102.51342670377389
17,0,6,0,0,1,4,89.49082433
17,0,7,0,0,2,5,104.76030171352639
17,0,8,0,0,1,2,102.11933809512932
17,0,9,0,0,2,4,108.54446460053005
17,0,10,0,0,1,1,107.73231882073831
17,0,11,0,0,5,2,98.74462816895989
17,0,12,0,0,1,1,99.38771021628214
17,0,13,0,0,0,5,109.68948369083414
17,0,14,0,0,1,5,105.5663941261938
17,0,15,0,0,4,5,112.10900750988625
17,0,16,0,0,2,5,110.41343943604606
17,0,17,0,0,1,1,113.37908359672355
17,0,18,0,0,2,3,113.59227221971207
17,0,19,1,0,0,4,105.95210072625413
17,0,20,1,0,0,2,103.70747544662333
17,0,21,1,0,0,3,103.41188032907614
17,0,22,1,0,4,1,113.99929649917823
17,0,23,1,0,2,2,118.20850381470996
17,0,24,1,0,2,5,100.3467261822655
17,0,25,1,0,1,5,107.43052023853731
17,0,26,1,0,3,2,113.4284358070168
17,0,27,1,0,2,1,112.83956497240428
17,0,28,1,0,4,2,114.88377396651025
17,0,29,1,0,4,1,115.90318202245068
17,0,30,1,0,3,3,123.79310242097567
17,0,31,1,0,1,2,115.31593246910859
17,0,32,1,0,0,4,115.00761742462122
17,0,33,1,0,4,4,119.35939033089178
17,0,34,1,0,3,3,113.25608205677992
17,0,35,1,0,1,3,113.0745014591643
17,0,36,1,0,4,4,125.28539312768284
18,1,1,0,0,2,2,101.0196941707445
18,1,2,0,0,1,3,98.10473726026373
18,1,3,0,0,1,4,108.51684985062596
18,1,4,0,0,1,3,105.48951636269514
18,1,5,0,0,3,5,109.84511698770383
18,1,6,0,0,2,3,101.21028084299343
18,1,7,0,0,5,2,105.44800197397284
18,1,8,0,0,4,1,97.85700742148096
18,1,9,0,0,2,4,104.99155096119051
18,1,10,0,0,1,3,104.73585997712615
18,1,11,0,0,4,4,97.87035140613702
18,1,12,0,0,2,1,109.08937400232284
18,1,13,0,0,5,1,98.0002014
18,1,14,0,0,7,5,105.70304122031372
18,1,15,0,0,3,5,111.28394339993491
18,1,16,0,0,4,4,111.06234397006801
18,1,17,0,0,0,2,102.49348325116082
18,1,18,0,0,2,3,112.45940572427544
18,1,19,1,1,1,5,120.74315021716072
18,1,20,1,1,3,4,122.36214753095337
18,1,21,1,1,2,3,135.7729675811353
18,1,22,1,1,2,1,131.99451331075164
